ID;Área;Equipamento;QT_UN_APREENDIDAS;QT_UN_LACRADAS;QT_UN_RETIDAS;Valor Estimado;QT_UN_RETIRADAS;Mês;Data;DT_EXTRACAO;Ano
55686;1-Comércio;Outros;0;682;;0,00;682;jul;28/07/2021;06/08/2023;2021
73356;4-Aduana;Equipamento de Radiação Restrita;;;3812;98162,61;3812;out;04/10/2021;06/08/2023;2021
73984;4-Aduana;Equipamento de Radiação Restrita;;;10880;100473,45;10880;out;26/10/2021;06/08/2023;2021
42820;;Equipamento de Radiação Restrita;2;;;0,00;2;nov;15/11/2020;06/08/2023;2020
73581;4-Aduana;Carregadores de Baterias;;;32500;468550,00;32500;out;07/10/2021;06/08/2023;2021
73896;4-Aduana;Equipamento de Radiação Restrita;;;1744;353144,00;1744;out;19/10/2021;06/08/2023;2021
53019;4-Aduana;SmartTV Box;;;8000;128500,00;8000;abr;19/04/2021;06/08/2023;2021
73581;4-Aduana;Equipamento de Radiação Restrita;;;4054;184301,00;4054;out;07/10/2021;06/08/2023;2021
73999;4-Aduana;Equipamento de Radiação Restrita;0;0;45160;133887,30;45160;out;21/10/2021;06/08/2023;2021
73921;4-Aduana;SmartTV Box;0;0;2400;696000,00;2400;out;21/10/2021;06/08/2023;2021
75126;4-Aduana;Cabo Óptico;;;5000;150000,00;5000;out;14/10/2021;06/08/2023;2021
75439;4-Aduana;Decodificador de sinal para SeAC;;;3000;870000,00;3000;out;14/10/2021;06/08/2023;2021
86085;4-Aduana;Decodificador de sinal para SeAC;;;;730912,00;0;ago;04/08/2022;06/08/2023;2022
75442;4-Aduana;SmartTV Box;;;;0,00;0;out;14/10/2021;06/08/2023;2021
73954;4-Aduana;SmartTV Box;0;0;1000;252000,00;1000;out;21/10/2021;06/08/2023;2021
53234;4-Aduana;Equipamento de Radiação Restrita;;;18310;125027,46;18310;mai;13/05/2021;06/08/2023;2021
73984;4-Aduana;Baterias;;;28000;34125,00;28000;out;26/10/2021;06/08/2023;2021
73663;4-Aduana;Equipamento de Radiação Restrita;;;5360;197499,20;5360;out;14/10/2021;06/08/2023;2021
96562;4-Aduana;Outros;;;1000;1492000,00;1000;dez;20/12/2022;06/08/2023;2022
53238;4-Aduana;Equipamento de Radiação Restrita;;;36622;112000,00;36622;mai;26/05/2021;06/08/2023;2021
43012;4-Aduana;SmartTV Box;;2500;;0,00;2500;dez;08/12/2020;06/08/2023;2020
74536;4-Aduana;SmartTV Box;;;240;2600,00;240;set;13/09/2021;06/08/2023;2021
73728;1-Comércio;Celulares;0;31;;0,00;31;ago;19/08/2021;06/08/2023;2021
73726;1-Comércio;Outros;7;7;;0,00;14;ago;19/08/2021;06/08/2023;2021
73722;1-Comércio;Antena;1;;;0,00;1;set;09/09/2021;06/08/2023;2021
73731;1-Comércio;Carregadores de Baterias;100;;;0,00;100;set;09/09/2021;06/08/2023;2021
73721;1-Comércio;Carregadores de Baterias;14;14;;0,00;28;ago;19/08/2021;06/08/2023;2021
73722;1-Comércio;Outros;1;;;0,00;1;set;09/09/2021;06/08/2023;2021
73726;1-Comércio;Carregadores de Baterias;29;29;;0,00;58;ago;19/08/2021;06/08/2023;2021
73722;1-Comércio;Outros;1;;;0,00;1;set;09/09/2021;06/08/2023;2021
73720;1-Comércio;Equipamento de Radiação Restrita;1;1;;0,00;2;ago;19/08/2021;06/08/2023;2021
73724;1-Comércio;Carregadores de Baterias;55;55;;0,00;110;ago;19/08/2021;06/08/2023;2021
90026;4-Aduana;Outros;0;0;5820;0,00;5820;jul;07/07/2022;06/08/2023;2022
91442;;Outros;0;0;7200;468000,00;7200;jul;25/07/2022;06/08/2023;2022
91442;;Equipamento de Radiação Restrita;0;0;450;29250,00;450;jul;25/07/2022;06/08/2023;2022
88326;;Carregadores de Baterias;;;1;23,00;1;ago;12/08/2022;06/08/2023;2022
91841;4-Aduana;Equipamento de Radiação Restrita;;;1700;2352,99;1700;jul;26/07/2022;06/08/2023;2022
94187;;Equipamento de Radiação Restrita;0;0;14504;870254,00;14504;set;26/09/2022;06/08/2023;2022
91442;;Outros;0;0;7000;280000,00;7000;jul;25/07/2022;06/08/2023;2022
91442;;Carregadores de Baterias;0;0;21008;420160,00;21008;jul;25/07/2022;06/08/2023;2022
90026;4-Aduana;Outros;0;0;3020;0,00;3020;jul;07/07/2022;06/08/2023;2022
89902;4-Aduana;Outros;0;0;21250;0,00;21250;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Equipamento de Radiação Restrita;0;0;12000;0,00;12000;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Equipamento de Radiação Restrita;0;0;2000;0,00;2000;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Outros;0;0;1000;0,00;1000;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Equipamento de Radiação Restrita;0;0;1200;0,00;1200;jul;04/07/2022;06/08/2023;2022
89902;4-Aduana;Outros;0;0;1200;0,00;1200;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Equipamento de Radiação Restrita;0;0;1000;0,00;1000;jul;04/07/2022;06/08/2023;2022
89529;4-Aduana;Equipamento de Radiação Restrita;0;0;23314;0,00;23314;jul;04/07/2022;06/08/2023;2022
91840;;Outros;;;1000;60000,00;1000;jul;25/07/2022;06/08/2023;2022
49327;2-Provedores de SCM;Cabo Metálico;;35;;6996,50;35;abr;28/04/2021;06/08/2023;2021
91444;4-Aduana;Outros;;;200;201,73;200;jul;19/07/2022;06/08/2023;2022
49327;2-Provedores de SCM;Cabo Metálico;;172;;25284,00;172;abr;28/04/2021;06/08/2023;2021
54698;1-Comércio;Cabo Metálico;;172;;0,00;172;mai;21/05/2021;06/08/2023;2021
91840;;Outros;;;3000;180000,00;3000;jul;25/07/2022;06/08/2023;2022
89902;4-Aduana;Outros;0;0;1900;0,00;1900;jul;04/07/2022;06/08/2023;2022
91442;;Outros;0;0;1000;150000,00;1000;jul;25/07/2022;06/08/2023;2022
91840;;Outros;;;204;18360,00;204;jul;25/07/2022;06/08/2023;2022
89902;4-Aduana;Outros;0;0;3000;0,00;3000;jul;04/07/2022;06/08/2023;2022
91444;4-Aduana;Outros;;;13890;58353,19;13890;jul;19/07/2022;06/08/2023;2022
95565;;Equipamento de Radiação Restrita;0;0;5000;250000,00;5000;nov;03/11/2022;06/08/2023;2022
95565;;Equipamento de Radiação Restrita;0;0;4600;230000,00;4600;nov;03/11/2022;06/08/2023;2022
95563;;Equipamento de Radiação Restrita;;;7826;234780,00;7826;nov;16/11/2022;06/08/2023;2022
95565;;Equipamento de Radiação Restrita;0;0;1000;40000,00;1000;nov;03/11/2022;06/08/2023;2022
95565;;Outros;0;0;300;15000,00;300;nov;03/11/2022;06/08/2023;2022
95565;;Outros;0;0;3200;320000,00;3200;nov;03/11/2022;06/08/2023;2022
95565;;Outros;0;0;300;15000,00;300;nov;03/11/2022;06/08/2023;2022
95565;;Outros;0;0;12200;610000,00;12200;nov;03/11/2022;06/08/2023;2022
95565;;Equipamento de Radiação Restrita;0;0;13000;390000,00;13000;nov;03/11/2022;06/08/2023;2022
95563;;Equipamento de Radiação Restrita;;;5000;15000,00;5000;nov;16/11/2022;06/08/2023;2022
95564;;Equipamento de Radiação Restrita;;;1000;30000,00;1000;nov;16/11/2022;06/08/2023;2022
95563;;Equipamento de Radiação Restrita;;;398;11940,00;398;nov;16/11/2022;06/08/2023;2022
95564;;Equipamento de Radiação Restrita;;;165;5000,00;165;nov;16/11/2022;06/08/2023;2022
95564;;Outros;;;33000;33000,00;33000;nov;16/11/2022;06/08/2023;2022
95566;;Carregadores de Baterias;0;0;9000;180000,00;9000;nov;01/11/2022;06/08/2023;2022
95564;;Outros;;;33000;33000,00;33000;nov;16/11/2022;06/08/2023;2022
95564;;Equipamento de Radiação Restrita;;;1500;30000,00;1500;nov;16/11/2022;06/08/2023;2022
95565;;Carregadores de Baterias;0;0;11600;464000,00;11600;nov;03/11/2022;06/08/2023;2022
92357;;Carregadores de Baterias;0;0;45000;900000,00;45000;ago;01/08/2022;06/08/2023;2022
92385;;Equipamento de Radiação Restrita;;;2028;202800,00;2028;ago;08/08/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;1000;80000,00;1000;nov;05/11/2022;06/08/2023;2022
92385;;Equipamento de Radiação Restrita;;;8740;437000,00;8740;ago;08/08/2022;06/08/2023;2022
93488;;Carregadores de Baterias;;;1;20,00;1;ago;12/08/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;1250;100000,00;1250;nov;05/11/2022;06/08/2023;2022
93487;;Carregadores de Baterias;;;1;16,00;1;ago;12/08/2022;06/08/2023;2022
92385;;Equipamento de Radiação Restrita;;;14400;432000,00;14400;ago;08/08/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;2700;162000,00;2700;nov;05/11/2022;06/08/2023;2022
95567;4-Aduana;Outros;;;1500;52500,00;1500;nov;05/11/2022;06/08/2023;2022
95567;4-Aduana;Carregadores de Baterias;;;1500;135000,00;1500;nov;05/11/2022;06/08/2023;2022
95567;4-Aduana;Outros;;;1000;62000,00;1000;nov;05/11/2022;06/08/2023;2022
95567;4-Aduana;Outros;;;500;60000,00;500;nov;05/11/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;800;48000,00;800;nov;05/11/2022;06/08/2023;2022
95566;;Equipamento de Radiação Restrita;0;0;5856;351360,00;5856;nov;01/11/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;1000;70000,00;1000;nov;05/11/2022;06/08/2023;2022
95568;4-Aduana;Outros;0;0;10000;700000,00;10000;nov;05/11/2022;06/08/2023;2022
95566;;Outros;0;0;1200;120000,00;1200;nov;01/11/2022;06/08/2023;2022
93797;4-Aduana;Outros;;;2100;147000,00;2100;ago;26/08/2022;06/08/2023;2022
93797;4-Aduana;Outros;;;7360;588800,00;7360;ago;26/08/2022;06/08/2023;2022
93797;4-Aduana;Outros;;;13780;826800,00;13780;ago;26/08/2022;06/08/2023;2022
93797;4-Aduana;Outros;;;1812;163080,00;1812;ago;26/08/2022;06/08/2023;2022
95553;4-Aduana;Outros;200;;200;24000,00;400;out;25/10/2022;06/08/2023;2022
39946;;Celular e acessórios;0;3;;1000,00;3;nov;13/11/2020;06/08/2023;2020
93797;4-Aduana;Outros;;;120;12000,00;120;ago;26/08/2022;06/08/2023;2022
92357;;Equipamento de Radiação Restrita;0;0;1000;20000,00;1000;ago;01/08/2022;06/08/2023;2022
94186;;Outros;;;6900;138000,00;6900;set;20/09/2022;06/08/2023;2022
94186;;Equipamento de Radiação Restrita;;;12000;120000,00;12000;set;20/09/2022;06/08/2023;2022
95563;;Equipamento de Radiação Restrita;;;1140;34200,00;1140;nov;16/11/2022;06/08/2023;2022
94186;;Outros;;;432;43200,00;432;set;20/09/2022;06/08/2023;2022
92357;;Equipamento de Radiação Restrita;0;0;6466;323300,00;6466;ago;01/08/2022;06/08/2023;2022
95553;4-Aduana;Outros;2740;;2740;219200,00;5480;out;25/10/2022;06/08/2023;2022
91841;4-Aduana;Outros;;;3684;7792,07;3684;jul;26/07/2022;06/08/2023;2022
94186;;Carregadores de Baterias;;;36000;360000,00;36000;set;20/09/2022;06/08/2023;2022
95554;;Outros;3000;;3000;150000,00;6000;out;25/10/2022;06/08/2023;2022
95556;;Outros;0;0;6000;180000,00;6000;out;26/10/2022;06/08/2023;2022
95554;;Outros;1200;;1200;144000,00;2400;out;25/10/2022;06/08/2023;2022
95556;;Outros;0;0;12132;606600,00;12132;out;26/10/2022;06/08/2023;2022
95556;;Outros;0;0;1750;87500,00;1750;out;26/10/2022;06/08/2023;2022
95563;;Equipamento de Radiação Restrita;;;250;5000,00;250;nov;16/11/2022;06/08/2023;2022
95555;;Equipamento de Radiação Restrita;0;0;20904;1463280,00;20904;out;26/10/2022;06/08/2023;2022
95556;;Outros;0;0;7200;360000,00;7200;out;26/10/2022;06/08/2023;2022
95556;;Outros;0;0;1000;50000,00;1000;out;26/10/2022;06/08/2023;2022
95556;;Equipamento de Radiação Restrita;0;0;2500;175000,00;2500;out;26/10/2022;06/08/2023;2022
95554;;Outros;7464;;7464;671760,00;14928;out;25/10/2022;06/08/2023;2022
95554;;Outros;1920;;1920;153600,00;3840;out;25/10/2022;06/08/2023;2022
95554;;Outros;;;;0,00;0;out;25/10/2022;06/08/2023;2022
95554;;Outros;1580;;1580;158000,00;3160;out;25/10/2022;06/08/2023;2022
95554;;Outros;2160;;2160;151200,00;4320;out;25/10/2022;06/08/2023;2022
95554;;Outros;1300;;1300;78000,00;2600;out;25/10/2022;06/08/2023;2022
74827;1-Comércio;Cabo Metálico;247;;;1976,00;247;set;24/09/2021;06/08/2023;2021
49304;1-Comércio;SmartTV Box;;;;0,00;0;fev;03/02/2021;06/08/2023;2021
95658;1-Comércio;Outros;0;36;0;75600,00;36;nov;29/11/2022;06/08/2023;2022
44699;1-Comércio;Equipamento de Radiação Restrita;0;;187;50,00;187;jan;25/01/2021;06/08/2023;2021
95658;1-Comércio;Outros;0;370;0;407000,00;370;nov;29/11/2022;06/08/2023;2022
95658;1-Comércio;Outros;0;18;0;39600,00;18;nov;29/11/2022;06/08/2023;2022
85999;3-E-commerce;Carregadores de Baterias;0;0;426;1065,00;426;jun;15/06/2022;06/08/2023;2022
95658;1-Comércio;Outros;0;245;0;245000,00;245;nov;29/11/2022;06/08/2023;2022
95658;1-Comércio;Outros;0;173;0;363300,00;173;nov;29/11/2022;06/08/2023;2022
95658;1-Comércio;Outros;0;9;0;15300,00;9;nov;29/11/2022;06/08/2023;2022
;1-Comércio;Equipamento de Radiação Restrita;0;333;0;;333;;22/05/2018;;2018
;1-Comércio;Antena;0;8;0;;8;;22/05/2018;;2018
;1-Comércio;Cabo Metálico;0;40;0;;40;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;84;0;;84;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;106;0;;106;;22/05/2018;;2018
;1-Comércio;Equipamento óptico;0;1267;0;;1267;;22/05/2018;;2018
;1-Comércio;Outros;0;6;0;;6;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;481;0;;481;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;133;0;;133;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;92;0;;92;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;558;0;;558;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;55;0;;55;;22/05/2018;;2018
;1-Comércio;Cabo Metálico;0;397;0;;397;;22/05/2018;;2018
;1-Comércio;Cabo Óptico;0;1632;0;;1632;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;146;0;;146;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;4;0;;4;;22/05/2018;;2018
;1-Comércio;Equipamento óptico;0;90;0;;90;;22/05/2018;;2018
;1-Comércio;Outros;0;3;0;;3;;22/05/2018;;2018
;1-Comércio;Antena;0;1002;0;;1002;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;3233;0;;3233;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;15;0;;15;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;55;0;0;;55;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;6286;0;;6286;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Rede de Dados;0;2526;0;;2526;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;568;0;;568;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;90;0;;90;;22/05/2018;;2018
;1-Comércio;Antena;0;114;0;;114;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;830;0;;830;;22/05/2018;;2018
;1-Comércio;Equipamento óptico;0;100;0;;100;;22/05/2018;;2018
;1-Comércio;Outros;0;4133;0;;4133;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;112;2;0;;114;;22/05/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;354;0;;354;;22/05/2018;;2018
;1-Comércio;Cabo Metálico;6;0;0;;6;;05/12/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;73;0;0;;73;;05/12/2018;;2018
;1-Comércio;Cabo Metálico;0;78;0;;78;;05/12/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;12;0;;12;;05/12/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;124991;0;;124991;;05/12/2018;;2018
;1-Comércio;Equipamento de Rede de Dados;0;1661;0;;1661;;05/12/2018;;2018
;1-Comércio;Equipamento óptico;0;6511;0;;6511;;05/12/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;7;0;0;;7;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;10;0;;10;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;58;0;;58;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;10;0;;10;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;344;0;;344;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;1;0;;1;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;2;0;;2;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;31;0;0;;31;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;2;0;;2;;22/05/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;438;0;0;;438;;22/05/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;4518;0;;4518;;17/12/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;100;0;;100;;17/12/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;587;0;;587;;19/10/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;17;0;;17;;30/10/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;158;0;;158;;22/08/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;2;0;;2;;17/12/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;2;0;;2;;21/09/2018;;2018
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;1;0;;1;;20/09/2018;;2018
;1-Comércio;Equipamento de Radiação Restrita;0;167;0;;167;;07/03/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;33;0;;33;;28/03/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;332;0;;332;;28/03/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;47;0;0;;47;;17/04/2019;;2019
;5-Uso;Equipamento de Radiação Restrita;3;0;0;;3;;10/05/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;0;88;0;;88;;07/06/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;0;38;0;;38;;19/06/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;2;0;0;;2;;19/06/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;3;0;0;;3;;24/06/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;26;0;;26;;03/07/2019;;2019
;2-Provedores de SCM;Equipamento óptico;0;143;0;;143;;13/08/2019;;2019
;2-Provedores de SCM;Reforçador de Sinal;1;0;0;;1;;21/08/2019;;2019
;1-Comércio;Cabo Metálico;0;1451;0;;1451;;16/01/2019;;2019
;2-Provedores de SCM;Equipamento de Radiação Restrita;4;0;0;;4;;21/01/2019;;2019
;1-Comércio;Equipamento óptico;0;12;0;;12;;12/02/2019;;2019
;1-Comércio;Cabo Metálico;79;0;0;;79;;15/02/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;1425;0;;1425;;18/02/2019;;2019
;2-Provedores de SCM;Equipamento de Radiação Restrita;31;0;0;;31;;27/02/2019;;2019
;1-Comércio;Cabo Metálico;0;78;0;;78;;27/02/2019;;2019
;2-Provedores de SCM;Equipamento óptico;2207;0;0;;2207;;13/03/2019;;2019
;2-Provedores de SCM;Equipamento de Radiação Restrita;0;51;0;;51;;13/03/2019;;2019
;1-Comércio;Carregadores de Baterias;0;141;0;;141;;14/03/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;25;0;;25;;09/04/2019;;2019
;1-Comércio;Equipamento óptico;4269;0;0;;4269;;16/04/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;349;0;0;;349;;16/04/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;488;298;0;;786;;16/04/2019;;2019
;1-Comércio;Equipamento óptico;0;133;0;;133;;18/04/2019;;2019
;1-Comércio;Equipamento óptico;0;6511;0;;6511;;23/04/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;1354;0;;1354;;16/05/2019;;2019
;1-Comércio;Cabo Óptico;0;120;0;;120;;28/05/2019;;2019
;2-Provedores de SCM;Equipamento de Rede de Dados;0;2;0;;2;;28/05/2019;;2019
;4-Aduana;Cabo Metálico;0;0;4150;;4150;;03/06/2019;;2019
;1-Comércio;Cabo Metálico;0;12916;0;;12916;;10/06/2019;;2019
;2-Provedores de SCM;Equipamento óptico;566;0;0;;566;;10/06/2019;;2019
;1-Comércio;Cabo Óptico;167;0;0;;167;;10/06/2019;;2019
;1-Comércio;Celulares;0;7;0;;7;;18/06/2019;;2019
;1-Comércio;Cabo Óptico;31;0;0;;31;;25/06/2019;;2019
;2-Provedores de SCM;Outros;1;0;0;;1;;25/06/2019;;2019
;4-Aduana;Equipamento óptico;0;0;5200;;5200;;12/07/2019;;2019
;2-Provedores de SCM;Equipamento óptico;0;8;0;;8;;24/07/2019;;2019
;1-Comércio;Cabo Óptico;0;13;0;;13;;29/07/2019;;2019
;1-Comércio;Carregadores de Baterias;176;0;0;;176;;01/08/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;30;0;0;;30;;12/08/2019;;2019
;1-Comércio;Equipamento de Radiação Restrita;0;739;0;;739;;15/08/2019;;2019
;1-Comércio;Equipamento óptico;0;753;0;;753;;16/08/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;520;;520;;30/01/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;526;;526;;28/02/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;848;;848;;30/03/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;529;;529;;30/04/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;892;;892;;30/05/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;552;;552;;30/06/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;502;;502;;30/07/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;787;;787;;30/08/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;706;;706;;30/09/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;683;;683;;30/10/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;402;;402;;30/11/2019;;2019
;4-Aduana;Decodificador de sinal para SeAC;0;0;260;;260;;30/12/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;5;;5;;30/01/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;1;;1;;30/03/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;6;;6;;30/04/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;26;;26;;30/05/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;8;;8;;30/06/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;21;;21;;30/07/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;18;;18;;30/08/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;9;;9;;30/09/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;25;;25;;30/10/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;7;;7;;30/11/2019;;2019
;4-Aduana;Bloqueador de sinal (Jammer);0;0;8;;8;;30/12/2019;;2019
;4-Aduana;Antena;0;0;18;;18;;28/02/2019;;2019
;4-Aduana;Antena;0;0;15;;15;;30/03/2019;;2019
;4-Aduana;Antena;0;0;4;;4;;30/04/2019;;2019
;4-Aduana;Antena;0;0;1;;1;;30/06/2019;;2019
;4-Aduana;Antena;0;0;3;;3;;30/08/2019;;2019
;4-Aduana;Antena;0;0;3;;3;;30/09/2019;;2019
;4-Aduana;Antena;0;0;2;;2;;30/10/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;62;;62;;30/01/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;59;;59;;28/02/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;66;;66;;30/03/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;73;;73;;30/04/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;41;;41;;30/05/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;20;;20;;30/06/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;15;;15;;30/07/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;17;;17;;30/08/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;36;;36;;30/09/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;24;;24;;30/10/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;20;;20;;30/11/2019;;2019
;4-Aduana;Equipamento de Radiação Restrita;0;0;1;;1;;30/12/2019;;2019
;4-Aduana;SmartTV Box;0;0;2515;;2515;;30/01/2019;;2019
;4-Aduana;SmartTV Box;0;0;1202;;1202;;28/02/2019;;2019
;4-Aduana;SmartTV Box;0;0;1552;;1552;;30/03/2019;;2019
;4-Aduana;SmartTV Box;0;0;1585;;1585;;30/04/2019;;2019
;4-Aduana;SmartTV Box;0;0;2036;;2036;;30/05/2019;;2019
;4-Aduana;SmartTV Box;0;0;1925;;1925;;30/06/2019;;2019
;4-Aduana;SmartTV Box;0;0;1899;;1899;;30/07/2019;;2019
;4-Aduana;SmartTV Box;0;0;2801;;2801;;30/08/2019;;2019
;4-Aduana;SmartTV Box;0;0;2819;;2819;;30/09/2019;;2019
;4-Aduana;SmartTV Box;0;0;2753;;2753;;30/10/2019;;2019
;4-Aduana;SmartTV Box;0;0;2349;;2349;;30/11/2019;;2019
;4-Aduana;SmartTV Box;0;0;1767;;1767;;30/12/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;284;;284;;30/01/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;323;;323;;28/02/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;483;;483;;30/03/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;375;;375;;30/04/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;367;;367;;30/05/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;196;;196;;30/06/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;208;;208;;30/07/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;438;;438;;30/08/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;330;;330;;30/09/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;451;;451;;30/10/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;262;;262;;30/11/2019;;2019
;4-Aduana;Reforçador de Sinal;0;0;176;;176;;30/12/2019;;2019
;4-Aduana;Equipamento de Rede de Dados;0;0;56;;56;;30/01/2019;;2019
;4-Aduana;Equipamento de Rede de Dados;0;0;189;;189;;28/02/2019;;2019
